8e566f5e46f791f5ec26e1bcba6fa8d5,Kissat_MAB_MOSS,kissat,main2022
9c9a24148ae9bfec23b86b5e695584bd,Kissat_MAB_UCB,kissat,main2022
1ee1e85e04bc336e749802ab47dd9488,Kissat_adaptive_restart,kissat,main2022
5192dbc1443b990c1b82db156bcf89f5,Kissat_cfexp,kissat,main2022
8acb8a141b41b179d8695e601170e0fb,LSTech_CaDiCaL,cadical,main2022
d277bc253ff11ccdfa0f131d59aeb603,LSTech_Maple,maple,main2022
0035f9890c4318af7563e96a3de4fb60,LSTech_kissat,kissat,main2022
eac346fcfb6f5ef408577811171348c4,LStech-Maple-BandSAT,maple,main2022
96acecdc7251af8651d9f04273e997e4,LStech-Maple-FPS,maple,main2022
b7c5fe92413e6e9ff6b03710ba491cc0,LStech-Maple-HyWalk,maple,main2022
513597ff7fc2802e55d6e85c5c55db65,MapleLCMDistChrBt-DL-v3,,main2022
2c1e177409e97efdd5ee21c8310dbace,MergeSat 4.0-rc-rc3,minisat,main2022
0f05f12b9e47a671e900d4adf76d4af9,SLIME SC-2022,maple,main2022
87aadd534d1a61265cfa206d6558986a,SLIME SC-2022-alpha,maple,main2022
f7356e62a0340b949f501877d957bb59,SLIME SC-2022-beta,maple,main2022
e1731b3be93fa263963a12d8608dd4c9,SLIME SC-2022-gamma,maple,main2022
4b83145810ae30ad2ffd474751165424,SeqFROST-ERE-All,minisat,main2022
7695f0343fac2bb6066517d118183b2a,SeqFROST-NoExtend,minisat,main2022
6ddbd23a824af4014de6ec672f5800a5,cadical-hack-gb,cadical,main2022
fbe0b402f1ad306832df886ef8882b10,cadical_rel_Scavel,cadical,main2022
c1656d3957a37ba656365e8167e89448,ekissat-mab-db-v1,kissat,main2022
7dd34491e97ba3ef0aa7ec09539f482b,ekissat-mab-db-v2,kissat,main2022
7742266485dc120f757e4702af0fcfbf,ekissat-mab-gb-db,kissat,main2022
1581fd27e39a73156acc8190150d90a2,glucose-reboot,minisat,main2022
b3ff12dc079434f80c7c6491ebc2cd0d,hCaD_V1-psids,cadical,main2022
3755ee58a7eb1fdf7c31de5dac1e3877,hCaD_V2,cadical,main2022
463f7576c4c0009c872cefa5e722e9b9,hKis-psids,kissat,main2022
53413aae1d472bf69b00d82e0fce7b78,hKis-sat,kissat,main2022
6cd24120f30e113dcc3c41f22bf1b480,hKis-unsat,kissat,main2022
80f995a3861f5fa93a239ae00335d4a3,kissat-els-v1,kissat,main2022
3ff5a6d937018453f04f9f30a7582ba7,kissat-els-v2,kissat,main2022
3445b2e335182f7d4b0598d0be62dfb6,kissat-els-v3,kissat,main2022
539b44639e4ea87aeba1bf7b85d9c8b9,kissat-els-v4,kissat,main2022
d0e6070dacccb6400ac165982bb3571e,kissat-mab-gb,kissat,main2022
d767ecce209c3b2e3adb9fddbf002a37,kissat-sc2022-bulky,kissat,main2022
a9992476d4cdb6c5a2b353963d410e89,kissat-sc2022-hyper,kissat,main2022
ecc822103a34d5527bed1fff932557d8,kissat-sc2022-light,kissat,main2022
79dc09dd3f74d8564c9506222e116d2f,kissat-watchsat-lto,kissat,main2022
7876c3e598cc47d7bba53ee634adebdd,kissat_inc,kissat,main2022
75d56a443a7c3c162413dde3b759d092,kissat_pre,kissat,main2022
bb24b71e9db01d4bb607541eacf7d45c,kissat_relaxed,kissat,main2022
bda2871a65086fa3bea678daba142755,CaDiCaL_DVDL_V1,cadical,anni2022
719358e482b37c00fb4ce02dfd22c8cd,CaDiCaL_DVDL_V2,cadical,anni2022
adc1a6f96d54f8780dc2b965e9e8c964,CadicalReorder,cadical,anni2022
082d9000b490b60906fdc23741912721,Cadical_ESA,cadical,anni2022
758fd67ace875808d9eb60d37561d4a7,IsaSAT,isasat,anni2022
c13b58bfd37d4525fe09822e82c3f549,Kissat_MAB-HyWalk,kissat,anni2022
f0d87c2d6927f0155c268fced9ad6a44,Kissat_MAB_ESA,kissat,anni2022
b2cf09470ca7f9caedccdc70cf3a6909,Kissat_MAB_MOSS,kissat,anni2022
3b1f793e277394006eff9d6792733878,Kissat_MAB_UCB,kissat,anni2022
6a2d8d9f29ac94cd5c62d692de4afbdd,Kissat_adaptive_restart,kissat,anni2022
7fbc90c9d67770c9da61516f20f868d1,LSTech_Maple,maple,anni2022
f772778f95fe80ea7564b6de3a317910,LStech-Maple-HyWalk,maple,anni2022
bb130565e94c58adc50884987d0443d5,MapleLCMDistChrBt-DL-v3,maple,anni2022
c9df16047fa79078c3106fcc9e0875f0,SLIME SC-2022,maple,anni2022
f3876043fd82a6ccac35e494b80fc8f4,SLIME SC-2022-beta,maple,anni2022
b0fb89690b9c5bb25306373e10079138,SeqFROST-NoExtend,minisat,anni2022
518ff1c6aaaf210cc711bd9ecc5e3f94,cadical_rel_Scavel,cadical,anni2022
08659f3f9b69d342b3a9dac2cbb7e70e,ekissat-mab-db-v1,kissat,anni2022
92e5da4a9b327e96e5db6921f0060dfc,ekissat-mab-gb-db,kissat,anni2022
0920aa7aa7b635af1a64c86438efb4e9,glucose-reboot,minisat,anni2022
33f9bc5f1c469af97f83d79579ee6180,hCaD_V1-psids,cadical,anni2022
6b4aeb3040ecf569ac6c5a81a202f213,hKis-unsat,kissat,anni2022
600c86bcc4a18ba3472960881f2e5d37,kissat-els-v1,kissat,anni2022
2605cbd68ce6f20aa127437f94c35d39,kissat-els-v2,kissat,anni2022
a36f442cdc08792fb0cf703600824088,kissat-sc2022-bulky,kissat,anni2022
d7f1e504d7a512c4747eb6facae90b8a,kissat-sc2022-light,kissat,anni2022
b2c5787ff9ea1db835e296e5c2b053af,kissat_inc,kissat,anni2022
c06f96d55d5ddfbddf5f4640e03ebc57,kissat_relaxed,kissat,anni2022
